sales,quantity,discount,category,subcategory,ship_mode,segment,country,city,state,region,target,order_month,order_year
959.984,2,0.2,2,6,1,2,0,80,11,0,1,3,2020
15.552,3,0.2,1,12,1,2,0,80,11,0,1,3,2020
34.36,1,0.2,2,13,1,2,0,80,11,0,0,3,2020
98.376,3,0.2,1,12,3,1,0,94,33,1,1,12,2017
29.94,4,0.7,1,3,3,1,0,94,33,1,0,12,2017
17.472,3,0.2,1,12,3,1,0,94,33,1,1,12,2017
36.738,1,0.4,2,13,3,1,0,94,33,1,0,12,2017
179.94,2,0.4,2,13,3,1,0,94,33,1,0,12,2017
383.64,6,0.0,0,9,3,0,0,364,3,3,1,12,2019
56.52,3,0.0,1,1,3,0,0,364,3,3,1,12,2019
6.56,2,0.0,1,2,2,0,0,266,3,3,1,9,2020
243.92,5,0.2,0,5,2,0,0,266,3,3,0,9,2020
47.52,9,0.0,1,12,2,0,0,266,3,3,1,9,2020
19.98,1,0.0,0,9,3,2,0,88,18,1,1,10,2020
8.0,5,0.0,1,2,3,2,0,329,30,1,1,5,2019
6.16,2,0.0,0,9,2,0,0,437,3,3,1,12,2017
83.56,4,0.0,1,14,3,2,0,329,30,1,1,11,2020
546.06,3,0.0,2,13,3,2,0,329,30,1,1,11,2020
269.49,3,0.0,1,14,3,2,0,329,30,1,1,11,2020
10.9,5,0.0,1,8,0,0,0,241,3,3,1,3,2018
6.096,2,0.2,1,3,3,2,0,175,24,3,1,7,2017
34.05,3,0.0,1,14,2,0,0,438,3,3,1,12,2019
352.38,2,0.0,1,14,2,0,0,438,3,3,1,12,2019
245.98,2,0.0,0,5,2,1,0,240,28,1,1,10,2017
18.94,1,0.0,1,3,2,1,0,240,28,1,1,10,2017
59.913,7,0.7,1,3,3,0,0,86,33,1,0,11,2020
391.98,2,0.0,2,13,1,1,0,247,19,1,1,9,2020
437.85,3,0.0,2,13,1,1,0,247,19,1,1,9,2020
68.62,2,0.0,1,3,3,0,0,96,27,1,1,9,2018
25.02,3,0.0,1,15,3,0,0,28,18,1,1,2,2020
10.71,3,0.0,1,2,3,0,0,28,18,1,1,2,2020
55.984,2,0.2,1,2,1,0,0,94,33,1,1,10,2017
14.48,5,0.2,1,7,1,0,0,94,33,1,1,10,2017
142.488,3,0.2,2,0,1,0,0,94,33,1,0,10,2017
14.16,1,0.2,1,14,2,1,0,207,41,0,1,8,2019
79.92,5,0.2,1,12,2,1,0,207,41,0,1,8,2019
590.352,6,0.2,1,3,3,1,0,329,30,1,1,12,2018
17.088,2,0.2,0,9,3,1,0,178,31,2,1,9,2019
98.392,1,0.2,0,5,3,1,0,178,31,2,0,9,2019
11.05,5,0.0,1,2,3,0,0,329,30,1,1,3,2020
7.78,2,0.0,1,1,3,0,0,438,3,3,1,12,2018
659.9,2,0.0,2,0,3,0,0,308,16,2,1,8,2020
53.04,3,0.2,2,0,0,0,0,83,33,1,0,10,2018
843.9,2,0.0,2,0,3,1,0,452,45,3,1,8,2020
1496.16,9,0.0,2,0,3,1,0,452,45,3,1,8,2020
117.96,2,0.0,1,14,3,0,0,329,30,1,1,2,2019
21.3,5,0.0,1,2,3,1,0,329,30,1,1,8,2019
1040.8,5,0.0,1,1,3,1,0,329,30,1,1,8,2019
29.34,6,0.0,1,2,3,1,0,329,30,1,1,8,2019
19.52,2,0.2,0,9,3,1,0,289,40,2,1,6,2020
443.92,4,0.0,1,14,0,0,0,437,3,3,1,9,2018
499.95,5,0.0,2,0,3,1,0,229,47,0,1,9,2019
3.04,1,0.0,1,2,3,1,0,229,47,0,1,9,2019
201.96,2,0.0,0,5,3,1,0,229,47,0,1,9,2019
68.64,11,0.0,0,9,3,1,0,229,47,0,1,9,2019
100.0,4,0.0,2,0,2,1,0,266,3,3,1,10,2019
359.98,2,0.0,2,0,2,1,0,266,3,3,1,10,2019
6.16,2,0.0,0,9,2,2,0,452,45,3,1,9,2017
2348.82,9,0.0,0,16,2,2,0,452,45,3,1,9,2017
13.872,6,0.2,1,10,3,1,0,295,8,2,1,6,2020
273.552,3,0.2,0,5,3,1,0,295,8,2,0,6,2020
815.292,9,0.4,0,16,2,2,0,374,36,1,0,8,2019
234.45,3,0.0,2,0,3,0,0,77,44,2,1,2,2017
1256.22,6,0.0,0,16,3,0,0,77,44,2,1,2,2017
17.46,2,0.0,1,3,3,0,0,77,44,2,1,2,2017
10.528,7,0.2,1,3,2,2,0,329,30,1,1,9,2019
152.8,5,0.0,1,3,0,2,0,11,20,0,1,12,2018
82.56,5,0.2,1,3,3,2,0,230,3,3,1,9,2020
284.97,3,0.0,2,0,3,2,0,230,3,3,1,9,2020
60.84,3,0.0,0,9,3,1,0,114,20,0,1,3,2020
1325.76,6,0.2,0,5,3,0,0,141,3,3,1,12,2017
572.16,3,0.2,0,5,3,0,0,141,3,3,1,12,2017
28.8,9,0.2,1,12,3,2,0,240,33,1,1,9,2017
11.12,4,0.0,1,2,0,2,0,291,5,1,1,4,2020
7.04,4,0.0,0,9,2,2,0,94,9,2,1,4,2019
17.94,3,0.0,1,7,2,1,0,419,9,2,1,5,2018
34.76,5,0.2,1,3,0,2,0,452,45,3,1,3,2020
74.45,5,0.0,0,9,3,1,0,314,28,1,1,4,2020
192.22,14,0.0,0,9,3,1,0,4,44,2,1,1,2018
19.44,3,0.0,1,12,3,0,0,432,42,3,1,11,2020
32.4,5,0.0,1,12,2,1,0,14,3,3,1,7,2020
57.9,5,0.0,1,7,2,1,0,14,3,3,1,7,2020
10.56,2,0.0,1,14,2,1,0,14,3,3,0,7,2020
1194.165,5,0.15,0,4,2,1,0,14,3,3,1,7,2020
40.99,1,0.0,1,12,3,1,0,329,30,1,1,10,2020
2.94,1,0.0,1,2,3,1,0,262,3,3,1,11,2017
45.24,4,0.7,1,3,0,2,0,430,35,3,0,12,2019
18.688,4,0.2,1,2,0,2,0,430,35,3,1,12,2019
11.648,2,0.2,1,12,0,2,0,430,35,3,1,12,2019
112.776,3,0.2,2,0,0,2,0,430,35,3,0,12,2019
377.45,5,0.5,0,16,0,2,0,430,35,3,0,12,2019
15.936,4,0.2,1,10,0,2,0,430,35,3,1,12,2019
28.68,3,0.2,2,13,0,2,0,430,35,3,0,12,2019
21.44,2,0.2,0,9,3,2,0,24,4,3,1,9,2019
511.056,9,0.2,1,14,3,2,0,24,4,3,0,9,2019
18.656,2,0.2,1,2,1,1,0,330,33,1,1,7,2019
11.088,7,0.7,1,3,1,1,0,330,33,1,0,7,2019
66.688,1,0.2,1,14,1,1,0,330,33,1,1,7,2019
99.488,2,0.2,1,14,1,1,0,330,33,1,1,7,2019
14.62,2,0.0,1,10,3,0,0,452,45,3,1,6,2019
53.984,14,0.2,1,3,3,0,0,452,45,3,1,6,2019
389.97,3,0.0,2,0,3,0,0,452,45,3,1,6,2019
355.36,4,0.0,0,9,2,0,0,382,10,3,1,6,2018
140.376,3,0.2,2,13,2,0,0,382,10,3,1,6,2018
15.84,2,0.2,1,7,3,1,0,109,41,0,1,10,2020
8.448,2,0.2,1,12,3,1,0,109,41,0,1,10,2020
12.96,2,0.0,1,12,3,0,0,452,45,3,1,1,2019
57.408,6,0.2,2,13,3,1,0,452,45,3,1,5,2017
27.6,4,0.0,2,0,3,1,0,452,45,3,1,5,2017
38.976,3,0.6,0,9,3,0,0,80,11,0,0,12,2017
20.44,7,0.0,1,8,3,2,0,201,20,0,1,7,2019
109.92,2,0.0,1,12,3,2,0,201,20,0,1,7,2019
6.38,1,0.0,1,3,3,0,0,52,34,0,1,9,2019
6.48,1,0.0,1,12,3,0,0,52,34,0,1,9,2019
15.84,3,0.0,1,12,3,0,0,20,9,2,1,4,2017
1049.93,7,0.0,2,13,3,0,0,20,9,2,1,4,2017
154.9,5,0.0,1,1,3,0,0,20,9,2,1,4,2017
98.352,3,0.2,1,3,1,0,0,452,45,3,1,11,2018
14.32,5,0.2,1,8,1,0,0,13,8,2,1,7,2017
129.888,6,0.2,0,9,1,0,0,13,8,2,1,7,2017
48.944,7,0.2,1,7,1,0,0,13,8,2,1,7,2017
275.058,3,0.3,0,5,3,2,0,207,41,0,0,12,2018
27.36,9,0.0,1,2,3,1,0,28,18,1,1,12,2018
44.75,5,0.0,1,12,3,1,0,28,18,1,1,12,2018
134.99,1,0.0,2,13,3,1,0,28,18,1,1,12,2018
26.4,5,0.0,1,12,3,1,0,28,18,1,1,12,2018
542.94,3,0.0,0,5,3,1,0,28,18,1,1,12,2018
71.088,2,0.2,0,16,2,0,0,438,3,3,0,5,2019
27.396,9,0.8,1,3,3,2,0,80,11,0,0,10,2020
13.456,1,0.8,1,3,3,2,0,80,11,0,0,10,2020
11.84,1,0.2,1,10,1,0,0,243,41,0,1,11,2019
35.88,6,0.0,1,12,3,0,0,438,3,3,1,11,2020
40.752,3,0.2,1,7,0,2,0,86,33,1,1,11,2019
139.96,5,0.2,2,0,0,2,0,86,33,1,0,11,2019
2.624,1,0.2,1,2,3,0,0,281,33,1,1,12,2017
136.53,1,0.4,0,16,3,0,0,281,33,1,0,12,2017
263.96,1,0.2,2,0,3,0,0,281,33,1,1,12,2017
11.64,3,0.0,1,15,3,0,0,147,5,1,1,11,2017
40.176,3,0.2,1,3,2,1,0,329,30,1,1,9,2020
79.44,3,0.0,0,9,3,0,0,329,30,1,1,5,2018
357.93,3,0.0,1,15,3,0,0,329,30,1,1,5,2018
127.764,2,0.1,0,5,3,0,0,329,30,1,1,5,2018
2799.944,7,0.2,2,6,3,0,0,329,30,1,1,5,2018
19.44,3,0.0,1,12,3,0,0,329,30,1,1,5,2018
36.792,1,0.2,2,13,1,0,0,80,11,0,1,7,2020
5.94,3,0.0,2,13,3,2,0,329,30,1,1,3,2017
177.55,5,0.0,1,14,3,0,0,407,44,2,1,9,2020
619.95,5,0.0,2,0,2,1,0,11,20,0,1,10,2018
29.16,3,0.0,2,13,2,1,0,11,20,0,1,10,2018
57.96,7,0.0,1,7,2,1,0,11,20,0,1,10,2018
29.403,3,0.1,1,1,2,1,0,11,20,0,1,10,2018
81.4,5,0.0,1,14,2,0,0,233,12,0,1,3,2020
8.72,5,0.2,1,8,0,1,0,464,35,3,1,11,2018
91.176,3,0.2,2,0,0,1,0,464,35,3,1,11,2018
159.968,4,0.2,2,0,0,1,0,464,35,3,1,11,2018
12.96,2,0.0,1,12,3,1,0,438,3,3,1,9,2019
331.536,3,0.2,1,14,3,1,0,80,11,0,0,9,2017
899.91,9,0.0,2,0,0,1,0,329,30,1,1,9,2018
946.344,7,0.2,2,13,3,1,0,207,41,0,1,5,2018
178.11,3,0.0,2,0,3,0,0,272,47,0,1,12,2020
1089.75,3,0.0,1,1,3,0,0,272,47,0,1,12,2020
61.06,2,0.0,1,10,3,0,0,272,47,0,1,12,2020
459.92,4,0.0,0,4,3,0,0,272,47,0,1,12,2020
27.52,4,0.0,1,12,3,0,0,272,47,0,1,12,2020
638.82,9,0.0,0,4,0,1,0,298,5,1,1,6,2020
30.69,3,0.0,1,15,0,1,0,298,5,1,1,6,2020
25.16,2,0.0,0,9,0,1,0,298,5,1,1,6,2020
13.92,3,0.2,1,3,3,0,0,329,30,1,1,6,2017
19.36,2,0.0,1,12,3,0,0,266,3,3,1,1,2017
19.3,2,0.0,0,9,3,0,0,266,3,3,1,1,2017
38.376,3,0.2,1,3,3,0,0,438,3,3,1,12,2019
12.96,2,0.0,1,12,0,1,0,147,3,3,1,3,2020
26.48,1,0.0,0,9,0,1,0,147,3,3,1,3,2020
532.72,2,0.2,2,11,0,1,0,147,3,3,1,3,2020
26.72,4,0.0,1,12,0,1,0,147,3,3,1,3,2020
20.04,3,0.0,1,12,0,1,0,147,3,3,1,3,2020
795.48,7,0.0,1,14,0,1,0,147,3,3,1,3,2020
21.56,7,0.0,0,9,0,1,0,147,3,3,1,3,2020
249.584,2,0.2,2,13,3,0,0,179,31,2,1,12,2019
68.112,3,0.2,2,0,3,0,0,179,31,2,1,12,2019
16.56,3,0.2,2,0,3,0,0,179,31,2,0,12,2019
74.95,5,0.0,2,13,3,0,0,262,30,1,1,11,2020
355.455,3,0.5,0,16,3,0,0,57,11,0,0,5,2017
44.4,3,0.0,1,10,3,0,0,437,3,3,1,1,2019
20.65,5,0.0,1,10,3,0,0,437,3,3,1,1,2019
866.4,4,0.0,0,5,3,0,0,407,15,2,1,2,2019
5.56,2,0.0,1,2,2,0,0,464,44,2,1,3,2018
3.16,4,0.8,1,1,3,0,0,154,41,0,0,10,2017
1999.96,5,0.2,2,6,3,0,0,154,41,0,1,10,2017
46.152,3,0.2,0,9,3,0,0,394,31,2,1,8,2018
32.985,3,0.5,2,11,0,0,0,197,8,2,0,11,2018
481.32,4,0.0,1,14,1,2,0,266,3,3,1,12,2019
6.384,1,0.2,1,3,1,2,0,266,3,3,1,12,2019
542.94,3,0.0,1,1,0,0,0,237,3,3,1,8,2020
54.92,4,0.0,0,9,0,0,0,237,3,3,1,8,2020
1448.82,10,0.1,0,5,0,1,0,262,30,1,1,11,2018
353.88,6,0.0,1,14,2,0,0,452,45,3,1,9,2018
333.576,3,0.2,2,13,3,0,0,398,3,3,1,11,2017
60.144,6,0.2,1,10,3,2,0,434,41,0,1,10,2019
85.2,6,0.2,2,0,2,1,0,207,41,0,1,9,2020
3.15,1,0.0,1,10,3,0,0,253,19,1,1,2,2018
22.72,4,0.0,1,12,3,0,0,253,19,1,1,2,2018
14.91,3,0.0,0,9,3,1,0,266,3,3,1,9,2018
1158.12,4,0.0,1,1,3,1,0,266,3,3,1,9,2018
599.99,1,0.0,2,6,3,1,0,464,23,0,1,11,2018
23.968,2,0.2,1,14,3,0,0,502,41,0,1,8,2019
638.288,7,0.2,0,5,3,0,0,266,3,3,0,4,2019
13.208,1,0.2,1,3,3,0,0,266,3,3,1,4,2019
15.528,3,0.2,1,3,3,0,0,23,30,1,1,12,2019
104.85,1,0.0,1,12,3,0,0,438,3,3,1,12,2019
30.48,3,0.0,1,2,3,0,0,266,3,3,1,11,2017
112.648,1,0.2,0,5,3,0,0,266,3,3,1,11,2017
71.976,3,0.2,2,11,3,0,0,266,3,3,1,4,2018
2.21,1,0.0,1,2,2,0,0,81,3,3,1,12,2018
15.52,4,0.0,1,7,2,0,0,81,3,3,1,12,2018
36.44,4,0.0,1,12,2,0,0,81,3,3,1,12,2018
217.764,6,0.7,0,4,3,0,0,464,35,3,0,10,2020
39.072,6,0.2,1,15,3,0,0,464,35,3,1,10,2020
22.638,7,0.7,1,3,3,0,0,464,35,3,0,10,2020
95.144,7,0.2,1,2,3,0,0,464,35,3,1,10,2020
12.32,5,0.2,0,9,2,1,0,216,8,2,1,4,2020
4.419,3,0.7,1,3,2,1,0,216,8,2,0,4,2020
35.0,7,0.0,1,8,0,0,0,27,3,3,1,9,2020
72.784,1,0.2,0,5,0,0,0,27,3,3,0,9,2020
97.84,2,0.0,1,1,0,0,0,27,3,3,1,9,2020
51.75,1,0.0,0,9,0,0,0,27,3,3,1,9,2020
46.672,2,0.2,1,3,0,0,0,27,3,3,1,9,2020
1395.54,9,0.0,1,14,2,0,0,329,30,1,1,9,2017
117.36,4,0.0,0,9,2,0,0,329,30,1,1,9,2017
18.9,3,0.0,1,10,2,0,0,329,30,1,1,9,2017
77.52,2,0.0,1,12,2,0,0,329,30,1,1,9,2017
421.372,2,0.3,0,5,2,0,0,80,11,0,0,8,2017
575.968,4,0.2,2,13,0,0,0,137,41,0,1,7,2017
10.368,2,0.2,1,12,0,0,0,137,41,0,1,7,2017
15.984,2,0.2,2,13,0,0,0,482,3,3,1,3,2018
10.272,3,0.2,1,2,3,2,0,464,33,1,1,5,2020
61.792,4,0.2,1,14,3,1,0,109,41,0,1,11,2020
205.9992,3,0.32,0,4,3,1,0,109,41,0,0,11,2020
12.192,3,0.2,1,12,2,0,0,228,40,2,1,9,2019
87.168,2,0.2,1,1,2,0,0,228,40,2,1,9,2019
31.744,2,0.2,1,2,2,0,0,228,40,2,1,9,2019
132.224,4,0.2,0,9,3,1,0,76,40,2,0,2,2019
105.52,4,0.0,1,12,3,1,0,437,3,3,1,3,2018
91.96,2,0.0,0,9,3,1,0,437,3,3,1,3,2018
1487.976,3,0.2,2,13,3,1,0,437,3,3,1,3,2018
19.44,3,0.0,1,12,0,2,0,329,30,1,1,7,2018
11.672,1,0.2,2,0,0,0,0,473,8,2,0,6,2018
279.96,4,0.0,2,13,1,0,0,495,30,1,1,11,2017
12.912,3,0.2,1,3,1,0,0,495,30,1,1,11,2017
17.088,4,0.2,1,3,1,0,0,495,30,1,1,11,2017
93.15,9,0.0,1,10,1,0,0,495,30,1,1,11,2017
11.52,4,0.0,1,10,1,0,0,495,30,1,1,11,2017
238.62,2,0.0,1,15,3,1,0,438,3,3,1,5,2020
7.77,1,0.0,1,1,3,1,0,438,3,3,1,5,2020
285.48,5,0.2,0,16,3,1,0,438,3,3,0,5,2020
19.168,4,0.2,1,3,3,1,0,438,3,3,1,5,2020
26.136,3,0.2,1,1,1,0,0,94,33,1,1,5,2017
419.4,4,0.0,1,12,2,2,0,329,30,1,1,9,2020
90.801,1,0.1,0,5,2,2,0,329,30,1,1,9,2020
181.764,2,0.1,0,5,2,2,0,329,30,1,0,9,2020
5.56,2,0.0,1,2,2,2,0,329,30,1,1,9,2020
581.96,2,0.0,0,16,3,0,0,407,12,0,1,12,2019
29.98,1,0.0,0,5,3,0,0,407,12,0,1,12,2019
519.96,4,0.0,2,0,3,0,0,437,3,3,1,7,2018
6.264,3,0.2,1,10,3,0,0,96,31,2,1,7,2019
363.92,5,0.2,0,5,3,0,0,96,31,2,0,7,2019
64.2,5,0.7,1,3,3,0,0,295,8,2,0,6,2018
38.52,3,0.7,1,3,3,0,0,295,8,2,0,6,2018
72.6,5,0.2,2,0,3,0,0,295,8,2,0,6,2018
57.568,4,0.2,2,13,3,0,0,266,3,3,1,11,2020
83.7,5,0.0,1,14,3,0,0,452,45,3,1,3,2018
32.4,5,0.0,1,12,2,2,0,16,44,2,1,9,2018
47.98,2,0.0,0,9,2,2,0,16,44,2,1,9,2018
415.968,4,0.2,2,13,3,0,0,437,3,3,1,11,2018
304.9,5,0.0,1,14,3,0,0,437,3,3,1,11,2018
80.96,4,0.0,0,9,3,0,0,437,3,3,1,11,2018
777.21,7,0.0,1,14,3,0,0,437,3,3,1,11,2018
32.4,5,0.0,1,12,3,0,0,437,3,3,1,11,2018
225.568,2,0.2,0,5,3,0,0,437,3,3,1,11,2018
36.6,3,0.0,0,9,3,0,0,437,3,3,1,11,2018
715.64,2,0.0,1,1,3,2,0,418,21,0,1,11,2018
795.51,3,0.0,1,14,3,2,0,418,21,0,1,11,2018
549.99,1,0.0,2,6,3,2,0,418,21,0,1,11,2018
74.76,3,0.0,1,3,3,2,0,418,21,0,1,11,2018
29.22,3,0.0,0,9,3,2,0,418,21,0,1,11,2018
9.64,2,0.0,1,3,3,2,0,500,44,2,1,9,2017
33.488,7,0.2,1,14,3,1,0,109,41,0,0,8,2018
23.04,3,0.2,1,15,3,1,0,109,41,0,0,8,2018
1.362,1,0.8,1,3,3,1,0,109,41,0,0,8,2018
14.76,5,0.6,0,9,3,1,0,109,41,0,0,8,2018
239.666,2,0.15,0,4,2,0,0,96,3,3,1,9,2020
301.96,2,0.0,0,16,3,0,0,98,2,2,1,11,2018
7.968,2,0.2,1,12,2,2,0,374,36,1,1,4,2018
109.92,2,0.0,1,12,2,0,0,258,2,2,1,5,2019
19.44,3,0.0,1,12,2,0,0,258,2,2,1,5,2019
11.16,2,0.0,1,2,2,0,0,258,2,2,1,5,2019
79.47,3,0.0,1,1,2,1,0,291,5,1,1,8,2017
4.56,2,0.0,1,2,2,1,0,291,5,1,1,8,2017
1133.35,5,0.0,0,5,2,1,0,291,5,1,1,8,2017
4.672,1,0.2,1,2,3,1,0,374,36,1,1,1,2019
104.58,6,0.7,1,3,3,1,0,374,36,1,0,1,2019
1603.136,4,0.2,0,5,3,2,0,79,48,3,1,11,2019
1293.488,7,0.2,0,16,1,1,0,9,3,3,1,6,2019
127.95,3,0.0,0,9,3,0,0,41,12,0,1,9,2019
59.76,1,0.0,1,14,3,2,0,94,9,2,1,3,2020
108.08,7,0.0,1,3,1,2,0,220,2,2,1,6,2020
9.54,3,0.0,1,3,1,2,0,220,2,2,1,6,2020
11.736,3,0.2,1,2,0,2,0,374,36,1,1,4,2018
447.86,7,0.0,1,3,3,2,0,247,19,1,1,5,2017
17.94,3,0.0,1,12,3,2,0,247,19,1,1,5,2017
245.88,6,0.0,1,1,3,2,0,247,19,1,1,5,2017
192.16,4,0.0,1,12,3,0,0,329,30,1,1,9,2019
801.568,2,0.2,0,5,3,1,0,437,3,3,1,9,2019
368.91,9,0.0,1,12,3,1,0,437,3,3,1,9,2019
885.528,9,0.2,0,5,3,1,0,437,3,3,0,9,2019
28.28,2,0.0,0,9,2,1,0,438,3,3,1,3,2019
4912.59,3,0.0,1,15,2,1,0,438,3,3,1,3,2019
14.352,3,0.2,1,3,1,0,0,438,3,3,1,10,2017
179.97,3,0.0,2,0,1,0,0,438,3,3,1,10,2017
42.76,1,0.0,1,14,0,1,0,107,37,1,1,10,2020
45.68,2,0.0,1,12,3,0,0,357,15,2,1,5,2018
25.06,2,0.0,1,3,0,0,0,28,18,1,1,4,2019
38.432,1,0.2,1,12,3,0,0,80,11,0,1,11,2019
21.568,2,0.2,1,14,3,0,0,80,11,0,1,11,2019
81.576,3,0.2,2,0,3,0,0,80,11,0,1,11,2019
2.78,1,0.0,1,3,3,0,0,21,9,2,1,9,2020
99.87,3,0.0,1,14,3,1,0,266,3,3,1,9,2020
44.4,3,0.0,1,10,3,2,0,266,3,3,1,11,2017
21.4,5,0.0,1,12,3,2,0,266,3,3,1,11,2017
71.12,4,0.0,0,9,3,0,0,407,12,0,1,4,2019
259.96,4,0.0,2,13,3,0,0,407,12,0,1,4,2019
9.78,1,0.0,1,7,3,1,0,438,3,3,1,1,2020
24.192,9,0.2,1,3,3,2,0,438,3,3,1,11,2018
31.56,3,0.0,0,9,3,1,0,515,28,1,1,11,2019
59.94,3,0.0,1,12,1,2,0,438,3,3,1,11,2020
45.36,4,0.0,1,12,1,2,0,438,3,3,1,11,2020
26.4,5,0.0,1,12,1,2,0,438,3,3,1,11,2020
41.4,4,0.0,1,10,1,2,0,438,3,3,1,11,2020
16.95,1,0.0,2,0,1,2,0,438,3,3,1,11,2020
24.704,2,0.2,1,3,3,1,0,440,3,3,1,12,2019
59.7,3,0.0,1,1,3,1,0,440,3,3,1,12,2019
14.52,3,0.0,0,9,3,1,0,440,3,3,1,12,2019
104.184,3,0.2,1,3,3,1,0,440,3,3,1,12,2019
46.53,3,0.0,1,14,3,2,0,452,45,3,1,12,2019
25.5,3,0.0,1,15,2,1,0,357,15,2,1,8,2017
14.9,5,0.0,1,14,3,0,0,329,30,1,1,9,2018
87.71,7,0.0,1,10,3,0,0,329,30,1,1,9,2018
199.764,2,0.1,0,5,3,0,0,329,30,1,1,9,2018
94.6,4,0.0,1,14,3,0,0,329,30,1,1,9,2018
4228.704,6,0.2,0,4,3,0,0,329,30,1,1,9,2018
2003.92,5,0.2,0,4,3,0,0,329,30,1,0,9,2018
209.97,3,0.0,2,13,3,0,0,329,30,1,1,9,2018
659.9,2,0.0,2,0,3,0,0,329,30,1,1,9,2018
110.96,2,0.0,1,12,3,0,0,329,30,1,1,9,2018
67.8,4,0.0,2,13,3,0,0,329,30,1,1,9,2018
313.176,2,0.4,0,16,2,1,0,329,30,1,0,11,2019
22.96,7,0.0,1,2,2,0,0,464,44,2,1,11,2020
1099.5,10,0.0,2,0,3,1,0,37,45,3,1,6,2020
1215.92,8,0.0,0,16,3,1,0,116,0,2,1,4,2017
7.31,1,0.0,1,10,3,1,0,150,2,2,1,10,2017
8.92,4,0.0,0,9,3,1,0,150,2,2,1,10,2017
87.21,3,0.5,0,4,0,0,0,374,36,1,0,7,2020
15.552,3,0.2,1,12,0,0,0,374,36,1,1,7,2020
683.988,2,0.4,2,13,0,0,0,374,36,1,0,7,2020
13.392,3,0.2,1,14,0,0,0,374,36,1,1,7,2020
16.776,3,0.2,2,0,0,0,0,374,36,1,1,7,2020
527.92,2,0.2,2,0,0,0,0,374,36,1,1,7,2020
25.4,5,0.0,0,9,1,2,0,452,45,3,1,7,2019
177.48,3,0.2,2,13,1,2,0,452,45,3,1,7,2019
71.976,3,0.2,2,13,1,2,0,452,45,3,1,7,2019
95.992,1,0.2,2,13,3,0,0,379,41,0,1,5,2020
13.216,4,0.2,1,10,3,0,0,379,41,0,1,5,2020
435.84,12,0.0,2,0,2,0,0,266,3,3,1,10,2020
5.88,2,0.0,1,2,2,0,0,266,3,3,1,10,2020
211.168,4,0.2,2,13,3,0,0,266,3,3,1,8,2019
6.28,1,0.0,0,9,3,1,0,266,3,3,1,8,2017
95.1,5,0.0,2,0,3,1,0,266,3,3,1,8,2017
25.92,4,0.0,1,12,3,1,0,266,3,3,1,8,2017
48.84,4,0.0,1,14,3,1,0,266,3,3,1,8,2017
25.9,5,0.0,1,3,2,2,0,121,13,0,1,9,2018
42.68,4,0.0,1,7,1,1,0,460,22,2,1,3,2020
299.97,3,0.0,2,0,1,1,0,460,22,2,1,3,2020
262.24,2,0.0,1,1,1,1,0,460,22,2,1,3,2020
234.36,6,0.0,1,3,1,1,0,460,22,2,1,3,2020
20.736,4,0.2,1,12,3,2,0,207,41,0,1,4,2020
10.5,5,0.0,1,2,0,1,0,329,30,1,1,3,2017
23.968,2,0.2,0,9,2,1,0,397,36,1,1,11,2017
521.96,4,0.5,0,4,2,1,0,397,36,1,0,11,2017
676.55,5,0.0,1,14,2,1,0,438,3,3,1,3,2019
154.9,5,0.0,1,1,2,1,0,438,3,3,1,3,2019
30.56,4,0.0,1,7,2,1,0,438,3,3,1,3,2019
770.352,3,0.2,0,5,2,1,0,438,3,3,1,3,2019
21.12,4,0.0,0,9,2,1,0,266,3,3,1,2,2020
575.928,9,0.2,2,13,2,2,0,266,3,3,1,11,2017
7.78,2,0.0,1,1,2,2,0,266,3,3,1,11,2017
123.92,4,0.0,1,12,2,2,0,266,3,3,1,11,2017
17.22,3,0.0,1,15,3,1,0,438,3,3,1,8,2020
226.56,6,0.0,1,14,3,1,0,438,3,3,1,8,2020
107.88,3,0.2,2,13,3,1,0,438,3,3,1,8,2020
81.98,2,0.0,1,12,0,2,0,329,30,1,1,1,2019
104.85,1,0.0,1,12,0,0,0,437,3,3,1,7,2017
8.704,2,0.2,1,3,0,0,0,437,3,3,1,7,2017
19.92,4,0.0,1,12,0,0,0,437,3,3,1,7,2017
43.02,3,0.0,0,9,0,0,0,437,3,3,1,7,2017
240.784,1,0.2,0,4,3,0,0,329,30,1,1,2,2020
414.96,2,0.0,1,1,3,2,0,329,30,1,1,12,2018
387.72,5,0.2,1,14,3,0,0,74,31,2,0,10,2019
360.38,2,0.0,1,14,3,1,0,356,14,0,1,7,2020
13.56,2,0.0,1,12,3,1,0,356,14,0,1,7,2020
552.0,10,0.2,2,13,0,0,0,293,1,3,1,4,2020
429.9,5,0.0,0,16,3,2,0,490,34,0,1,9,2017
32.06,2,0.0,1,3,3,2,0,490,34,0,1,9,2017
161.96,2,0.0,0,5,3,2,0,490,34,0,1,9,2017
19.86,2,0.0,1,14,3,2,0,490,34,0,1,9,2017
12.96,2,0.0,1,12,3,0,0,329,30,1,1,11,2019
20.544,6,0.2,1,12,2,0,0,374,36,1,1,9,2020
185.58,6,0.0,0,9,3,0,0,191,22,2,1,7,2019
77.56,2,0.0,1,3,3,0,0,191,22,2,1,7,2019
87.92,4,0.0,1,14,3,0,0,191,22,2,1,7,2019
245.94,6,0.0,1,12,3,0,0,191,22,2,1,7,2019
8.6,1,0.0,1,3,3,0,0,191,22,2,1,7,2019
504.9,5,0.0,0,4,3,0,0,191,22,2,1,7,2019
